Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8994677143400291	0.875162292953535	0.8419189933149823
Nouns	Finnish	Universals	0.8705405234142323	0.8657591375850808	0.82985974570717
Nouns	Finnish	Universals	0.8994677143400291	0.875162292953535	0.8419189933149823
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8705405234142323	0.8657591375850808	0.82985974570717
Nouns	Finnish	Universals	0.8705405234142323	0.8657591375850808	0.82985974570717
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8994677143400291	0.875162292953535	0.8419189933149823
Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Universals	0.8994677143400291	0.875162292953535	0.8419189933149823
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8705405234142323	0.8657591375850808	0.82985974570717
Nouns	Finnish	Universals	0.8705405234142323	0.8657591375850808	0.82985974570717
Nouns	Finnish	Universals	0.8994677143400291	0.875162292953535	0.8419189933149823
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Universals	0.8994677143400291	0.875162292953535	0.8419189933149823
Nouns	Finnish	Universals	0.8705405234142323	0.8657591375850808	0.82985974570717
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8994677143400291	0.875162292953535	0.8419189933149823
Nouns	Finnish	Universals	0.8705405234142323	0.8657591375850808	0.82985974570717
Nouns	Finnish	Universals	0.8994677143400291	0.875162292953535	0.8419189933149823
Nouns	Finnish	Universals	0.8705405234142323	0.8657591375850808	0.82985974570717
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8705405234142323	0.8657591375850808	0.82985974570717
Nouns	Finnish	Universals	1.0	1.0	1.0
Nouns	Finnish	Universals	0.8637602179836512	0.8650902938977849	0.8288111154804038
Nouns	Finnish	Random	0.10053228565997085	0.09186764763740804	0.11292436754489449
Nouns	Finnish	Random	0.1362397820163488	0.10170358421528898	0.1257045484336086
Nouns	Finnish	Random	0.5445472403523224	0.5368454184207421	0.504260060296238
Nouns	Finnish	Random	0.8047652240035486	0.7586261163788016	0.7201468082317473
Nouns	Finnish	Random	0.9052975096635194	0.8824015422748555	0.8765237907982698
Nouns	Finnish	Random	0.8047652240035486	0.7586261163788016	0.7201468082317473
Nouns	Finnish	Random	0.5445472403523224	0.5368454184207421	0.504260060296238
Nouns	Finnish	Random	0.6518598314428743	0.6548373136090019	0.6529033949403592
Nouns	Finnish	Random	0.1362397820163488	0.10170358421528898	0.1257045484336086
Nouns	Finnish	Random	0.19523477599645142	0.1220836448046583	0.14195831694848604
Nouns	Finnish	Random	0.8994677143400291	0.875162292953535	0.8419189933149823
Nouns	Finnish	Random	0.23094227235282935	0.1321556438604084	0.15506619478306463
Nouns	Finnish	Random	0.9052975096635194	0.8824015422748555	0.8765237907982698
Nouns	Finnish	Random	0.3549204739877067	0.2519966951253098	0.2449206973391008
Nouns	Finnish	Random	0.5445472403523224	0.5368454184207421	0.504260060296238
Nouns	Finnish	Random	0.45545275964767756	0.35031671715780777	0.3666273430331629
Nouns	Finnish	Random	0.19523477599645142	0.1220836448046583	0.14195831694848604
Nouns	Finnish	Random	0.45545275964767756	0.35031671715780777	0.3666273430331629
Nouns	Finnish	Random	0.45545275964767756	0.35031671715780777	0.3666273430331629
Nouns	Finnish	Random	1.0	1.0	1.0
Nouns	Finnish	Random	0.0	0.0	0.0
Nouns	Finnish	Random	1.0	1.0	1.0
Nouns	Finnish	Random	0.19523477599645142	0.1220836448046583	0.14195831694848604
Nouns	Finnish	Random	0.8047652240035486	0.7586261163788016	0.7201468082317473
Nouns	Finnish	Random	0.2020150814270325	0.1227524884919542	0.14300694717525234
