Derivation	0	232
Valence	2	4543
Voice	4	1371
Other_mi	6	1
Other_perfective	8	1
Other_possessive	10	3
Tense/Aspect	12	5618
Other_locative	14	2
Other_copula	16	1
Mood	18	37828
Relative	20	857
