Other_possessive	0	3
Other_copula	2	1
Derivation	4	232
Other_perfective	6	1
Valence	8	4543
Voice	10	1371
Tense/aspect	12	5618
Mood	14	37828
Int/Rel	16	3063
Other_mi	18	1
Other_locative	20	2
