Script	Run	Model	Distance	Surprisal	MI	Memory	UnigramCE	Type
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	0	6.121609790368666	1.4017414696526043	0	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	1	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	2	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	3	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	4	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	5	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	6	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	7	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	8	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	9	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	10	4.719868320716062	0.0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1029480-RANDOM	RANDOM	11	4.719868320716062	0	1.4017414696526043	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1317536-RANDOM	RANDOM	0	6.121609790368666	1.435449520182	0	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1317536-RANDOM	RANDOM	1	4.686160270186666	0.0	1.435449520182	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1317536-RANDOM	RANDOM	2	4.686160270186666	0.0	1.435449520182	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1317536-RANDOM	RANDOM	3	4.686160270186666	0.0	1.435449520182	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1317536-RANDOM	RANDOM	4	4.686160270186666	0.0	1.435449520182	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1317536-RANDOM	RANDOM	5	4.686160270186666	0.0	1.435449520182	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1317536-RANDOM	RANDOM	6	4.686160270186666	0.0	1.435449520182	6.121609790368666	RANDOM
forWords_Hungarian_RandomOrder_Nouns_Coarse_FineSurprisal.py	1317536-RANDOM	RANDOM	7	4.686160270186666	0.0	1.435449520182	6.121609790368666	RANDOM
